id,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device,churned,sessions_per_activity_day,drives_per_driving_day,km_per_drive,minutes_per_drive,fav_navigation_total,activity_rate,driving_rate,tenure_group,activity_group,predicted_churn_probability,risk_group
34,retained,126,101,346.3382111,2225,149,0,3666.356368,1446.018362,11,11,iPhone,0.0,11.454545454545457,9.181818181818182,36.30055809900991,14.317013485148514,149,0.0049438202247191,0.0049438202247191,late_mid_tenure,low_mid_activity,0.2943329359442453,Upper-Mid Risk
35,retained,156,127,780.9466294,101,113,0,1944.771913,646.9535456,18,18,iPhone,0.0,8.666666666666666,7.055555555555555,15.31316466929134,5.0941224062992125,113,0.1782178217821782,0.1782178217821782,newest_users,high_mid_activity,0.3318929656207781,Upper-Mid Risk
36,retained,75,60,108.1659311,2329,223,36,2354.623612,809.7421876,4,1,Android,0.0,18.75,60.0,39.24372686666666,13.495703126666664,259,0.0017174753112924,0.0004293688278231,late_mid_tenure,lowest_activity,0.46727585178835196,Upper-Mid Risk
37,retained,16,14,103.8941155,443,0,5,8786.114497,7181.044427,19,19,Android,0.0,0.8421052631578947,0.7368421052631579,627.5796069285715,512.9317447857143,5,0.0428893905191873,0.0428893905191873,newest_users,high_mid_activity,0.293448747392218,Upper-Mid Risk
38,retained,95,78,190.9769901,1848,35,28,2314.364451,1317.170917,20,20,iPhone,0.0,4.75,3.9,29.67133911538461,16.88680662820513,63,0.0108225108225108,0.0108225108225108,late_mid_tenure,high_mid_activity,0.09890155784778269,Lowest Risk
39,retained,91,91,123.8217255,470,0,86,3423.421216,2355.455086,29,26,iPhone,0.0,3.1379310344827585,3.5,37.620013362637366,25.884121824175825,86,0.0617021276595744,0.0553191489361702,newest_users,highest_activity,0.11030700266712196,Lowest Risk
40,retained,105,91,115.0010192,655,14,11,1822.449032,1197.962657,24,24,Android,0.0,4.375,3.7916666666666665,20.02691243956044,13.164424802197802,25,0.0366412213740458,0.0366412213740458,newest_users,highest_activity,0.1513192375766436,Lower-Mid Risk
41,retained,20,17,183.5959214,2601,325,15,3182.697466,1768.326087,23,16,iPhone,0.0,0.8695652173913043,1.0625,187.217498,104.01918158823528,340,0.0088427527873894,0.0061514801999231,late_mid_tenure,high_mid_activity,0.11902447045417373,Lowest Risk
42,retained,165,132,309.913971,2567,293,76,4673.201532,2119.32992,20,17,Android,0.0,8.25,7.764705882352941,35.40304190909091,16.0555296969697,369,0.0077911959485781,0.0066225165562913,late_mid_tenure,high_mid_activity,0.2694283995129407,Lower-Mid Risk
43,retained,133,106,182.484696,2595,185,52,4422.867487,2012.308708,8,2,Android,0.0,16.625,53.0,41.72516497169812,18.98404441509434,237,0.0030828516377649,0.0007707129094412,late_mid_tenure,lowest_activity,0.4481555511221943,Upper-Mid Risk
44,retained,26,22,132.0307891,921,272,7,632.1399703,420.7125087,30,24,Android,0.0,0.8666666666666667,0.9166666666666666,28.733635013636363,19.12329585,279,0.0325732899022801,0.0260586319218241,early_mid_tenure,highest_activity,0.08467647379245441,Lowest Risk
45,retained,25,25,63.26935458,1219,7,0,1187.584153,419.5127746,27,25,iPhone,0.0,0.925925925925926,1.0,47.50336612,16.780510984,7,0.0221493027071369,0.0205086136177194,early_mid_tenure,highest_activity,0.053647874630335976,Lowest Risk
46,churned,114,105,309.5828548,189,11,7,4285.245618,2322.605058,9,4,iPhone,1.0,12.666666666666666,26.25,40.81186302857143,22.12004817142857,18,0.0476190476190476,0.0211640211640211,newest_users,low_mid_activity,0.6244752641210474,Highest Risk
47,churned,23,20,24.75851394,552,65,14,1564.220191,821.8420876,3,3,iPhone,1.0,7.666666666666667,6.666666666666667,78.21100955,41.09210438,79,0.0054347826086956,0.0054347826086956,newest_users,lowest_activity,0.8214032355354232,Highest Risk
48,churned,48,42,223.2527291,757,335,28,9947.593149,3369.145354,8,2,iPhone,1.0,6.0,21.0,236.84745592857143,80.21774652380952,363,0.0105680317040951,0.0026420079260237,newest_users,lowest_activity,0.8039379506559986,Highest Risk
49,retained,62,51,113.8218829,694,274,42,3826.387247,2916.712292,26,21,Android,0.0,2.3846153846153846,2.4285714285714284,75.02720092156864,57.19043709803922,316,0.0374639769452449,0.0302593659942363,newest_users,highest_activity,0.24411135178553744,Lower-Mid Risk
50,retained,7,7,36.67792977,2794,274,18,1130.116953,723.0277468,8,8,iPhone,0.0,0.875,0.875,161.445279,103.28967811428572,292,0.0028632784538296,0.0028632784538296,longest_tenure,lowest_activity,0.2926173606272777,Upper-Mid Risk
51,retained,67,57,76.46614419,1713,0,52,1620.545554,793.9297612,25,19,Android,0.0,2.68,3.0,28.43062375438597,13.928592301754389,52,0.0145942790426152,0.0110916520723876,early_mid_tenure,highest_activity,0.07420944764890489,Lowest Risk
52,retained,4,4,62.62085256,3291,65,0,4996.233445,1345.047896,28,23,iPhone,0.0,0.1428571428571428,0.1739130434782608,1249.05836125,336.261974,65,0.0085080522637496,0.0069887572166514,longest_tenure,highest_activity,0.014543009901307483,Lowest Risk
53,retained,84,68,123.517569,3286,74,145,1558.791847,1201.028705,17,15,iPhone,0.0,4.941176470588236,4.533333333333333,22.92340951470588,17.662186838235293,219,0.005173463177115,0.0045648204503956,longest_tenure,high_mid_activity,0.11977285492332598,Lowest Risk
54,retained,12,10,21.82921966,3365,26,0,2900.68855,1698.26517,14,7,Android,0.0,0.8571428571428571,1.4285714285714286,290.068855,169.826517,26,0.0041604754829123,0.0020802377414561,longest_tenure,low_mid_activity,0.0952342536521245,Lowest Risk
55,retained,20,18,110.2701495,724,70,0,4418.959399,1660.205994,7,3,iPhone,0.0,2.857142857142857,6.0,245.4977443888889,92.23366633333332,70,0.0096685082872928,0.0041436464088397,newest_users,lowest_activity,0.593788468110514,Highest Risk
56,churned,150,127,187.7083464,2028,208,132,1396.461977,496.6208911,0,0,iPhone,1.0,,,10.995763598425196,3.9104007173228346,340,0.0,0.0,late_mid_tenure,lowest_activity,0.7963262127966508,Highest Risk
57,retained,41,33,176.6673157,2257,86,9,2493.388001,1103.630334,5,4,Android,0.0,8.2,8.25,75.55721215151515,33.443343454545456,95,0.0022153300841825,0.001772264067346,late_mid_tenure,lowest_activity,0.3941948435364213,Upper-Mid Risk
58,retained,44,35,125.7867257,2193,304,0,351.6341884,243.7716509,11,9,iPhone,0.0,4.0,3.888888888888889,10.046691097142858,6.964904311428572,304,0.005015959872321,0.0041039671682626,late_mid_tenure,low_mid_activity,0.24312094524446703,Lower-Mid Risk
59,retained,23,20,24.46477623,1924,169,0,11556.27748,4966.840886,27,26,Android,0.0,0.8518518518518519,0.7692307692307693,577.813874,248.3420443,169,0.014033264033264,0.0135135135135135,late_mid_tenure,highest_activity,0.24215335331854226,Lower-Mid Risk
60,retained,49,42,68.3160358,1195,132,9,2702.164267,244.0548921,31,20,iPhone,0.0,1.5806451612903225,2.1,64.33724445238096,5.810830764285714,141,0.0259414225941422,0.0167364016736401,early_mid_tenure,highest_activity,0.1757490373351429,Lower-Mid Risk
61,retained,43,35,236.7279571,1756,29,53,1461.93937,954.0503968,8,8,iPhone,0.0,5.375,4.375,41.76969628571429,27.258582765714287,82,0.0045558086560364,0.0045558086560364,late_mid_tenure,lowest_activity,0.38155278105436913,Upper-Mid Risk
62,retained,69,56,81.66585433,1356,373,0,11014.87014,9143.800241,24,23,iPhone,0.0,2.875,2.4347826086956523,196.6941096428572,163.2821471607143,373,0.0176991150442477,0.0169616519174041,early_mid_tenure,highest_activity,0.2548999977894623,Lower-Mid Risk
63,retained,253,203,298.6736471,1546,0,88,4695.169432,2146.467081,6,1,iPhone,0.0,42.16666666666666,203.0,23.12891345812808,10.573729463054184,88,0.0038809831824062,0.000646830530401,early_mid_tenure,lowest_activity,0.5780665055930208,Highest Risk
64,retained,4,3,113.8187866,1830,233,0,9624.439528,3213.049582,6,0,Android,0.0,0.6666666666666666,,3208.1465093333336,1071.0165273333334,233,0.0032786885245901,0.0,late_mid_tenure,lowest_activity,0.5048219562656296,Highest Risk
65,retained,12,12,478.4156826,1796,69,35,6931.284783,4643.478348,23,22,Android,0.0,0.5217391304347826,0.5454545454545454,577.60706525,386.956529,104,0.0128062360801781,0.0122494432071269,late_mid_tenure,high_mid_activity,0.2150951800966075,Lower-Mid Risk
66,retained,150,121,270.5629064,1347,0,0,1791.379149,253.7758791,30,26,iPhone,0.0,5.0,4.653846153846154,14.8047863553719,2.097321314876033,0,0.0222717149220489,0.0193021529324424,early_mid_tenure,highest_activity,0.07191073691668594,Lowest Risk
67,churned,36,29,50.08943164,1167,139,0,3215.221847,1594.991577,1,1,iPhone,1.0,36.0,29.0,110.86971886206896,54.99970955172414,139,0.0008568980291345,0.0008568980291345,early_mid_tenure,lowest_activity,0.6936678292692526,Highest Risk
68,retained,25,21,66.56667195,1619,147,11,3554.923388,2616.219443,19,18,iPhone,0.0,1.3157894736842106,1.1666666666666667,169.2820660952381,124.58187823809524,158,0.0117356392835083,0.0111179740580605,early_mid_tenure,high_mid_activity,0.17689478764921238,Lower-Mid Risk
69,retained,36,30,132.3810261,2384,7,0,2485.994087,1197.510681,10,4,iPhone,0.0,3.6,7.5,82.86646956666667,39.9170227,7,0.0041946308724832,0.0016778523489932,late_mid_tenure,low_mid_activity,0.2981579496386509,Upper-Mid Risk
70,churned,62,51,327.5779296,2285,381,0,5270.991501,2571.449828,16,16,Android,1.0,3.875,3.1875,103.35277452941178,50.420584862745095,381,0.0070021881838074,0.0070021881838074,late_mid_tenure,low_mid_activity,0.43886751321517414,Upper-Mid Risk
71,retained,248,200,248.3113428,2849,87,0,3377.481893,2032.029458,8,5,iPhone,0.0,31.0,40.0,16.887409465,10.16014729,87,0.0028080028080028,0.0017550017550017,longest_tenure,lowest_activity,0.5264478312624656,Highest Risk
72,retained,23,20,126.0890646,997,36,71,8054.086196,1506.312415,28,21,iPhone,0.0,0.8214285714285714,0.9523809523809524,402.7043098,75.31562075000001,107,0.0280842527582748,0.0210631895687061,early_mid_tenure,highest_activity,0.1006749249010273,Lowest Risk
73,retained,89,81,210.6642815,1189,0,68,5678.087584,1924.068701,29,22,iPhone,0.0,3.0689655172413794,3.6818181818181817,70.09984671604938,23.753934580246916,68,0.024390243902439,0.0185029436501261,early_mid_tenure,highest_activity,0.06996207265762255,Lowest Risk
74,retained,142,113,324.7514369,3001,806,18,1966.355964,872.2037088,29,20,iPhone,0.0,4.896551724137931,5.65,17.40138021238938,7.718616892035397,824,0.0096634455181606,0.0066644451849383,longest_tenure,highest_activity,0.15779626898534474,Lower-Mid Risk
75,retained,84,67,134.0383111,2868,177,55,2541.396988,1453.3281,22,21,iPhone,0.0,3.8181818181818175,3.1904761904761907,37.93129832835821,21.691464179104475,232,0.007670850767085,0.0073221757322175,longest_tenure,high_mid_activity,0.0966857914084507,Lowest Risk
76,retained,30,28,73.91682979,1722,293,17,5574.224608,3842.845897,8,6,iPhone,0.0,3.75,4.666666666666667,199.0794502857143,137.24449632142858,310,0.0046457607433217,0.0034843205574912,early_mid_tenure,lowest_activity,0.6257296189992959,Highest Risk
78,retained,54,54,320.3440758,1285,0,77,2575.812329,987.0413442,29,20,Android,0.0,1.862068965517241,2.7,47.700228314814815,18.278543411111112,77,0.022568093385214,0.0155642023346303,early_mid_tenure,highest_activity,0.057865114744438104,Lowest Risk
79,retained,97,84,209.2083212,1980,0,0,4471.194505,2104.72818,22,15,Android,0.0,4.409090909090909,5.6,53.22850601190477,25.05628785714286,0,0.0111111111111111,0.0075757575757575,late_mid_tenure,high_mid_activity,0.08263058668318667,Lowest Risk
81,churned,26,23,83.16688568,2118,335,0,944.2046415,455.0263064,2,0,Android,1.0,13.0,,41.05237571739131,19.783752452173918,335,0.0009442870632672,0.0,late_mid_tenure,lowest_activity,0.5204847861338735,Highest Risk
82,retained,16,16,40.74102349,484,373,61,3628.581195,2134.416647,9,9,iPhone,0.0,1.7777777777777777,1.7777777777777777,226.7863246875,133.4010404375,434,0.018595041322314,0.018595041322314,newest_users,low_mid_activity,0.6168311010477906,Highest Risk
83,retained,22,17,130.7650795,199,75,28,4626.208693,1499.578879,29,24,Android,0.0,0.7586206896551724,0.7083333333333334,272.129923117647,88.21052229411764,103,0.1457286432160804,0.1206030150753768,newest_users,highest_activity,0.04722595047555935,Lowest Risk
84,retained,18,18,446.7149825,1115,228,0,4798.273478,3831.848313,31,25,iPhone,0.0,0.5806451612903226,0.72,266.5707487777778,212.88046183333333,228,0.0278026905829596,0.0224215246636771,early_mid_tenure,highest_activity,0.0938408982951676,Lowest Risk
85,retained,16,16,20.26166523,960,279,58,5044.128761,3437.228784,24,23,Android,0.0,0.6666666666666666,0.6956521739130435,315.2580475625,214.826799,337,0.025,0.0239583333333333,early_mid_tenure,highest_activity,0.1470350710698301,Lower-Mid Risk
86,retained,57,47,72.55234081,1260,230,65,3644.416203,1020.232449,5,4,Android,0.0,11.4,11.75,77.54077027659575,21.707073382978724,295,0.0039682539682539,0.0031746031746031,early_mid_tenure,lowest_activity,0.47775634738903233,Upper-Mid Risk
87,retained,18,18,197.7664549,1517,200,9,3771.957224,1639.140405,2,2,iPhone,0.0,9.0,9.0,209.55317911111112,91.06335583333332,209,0.001318391562294,0.001318391562294,early_mid_tenure,lowest_activity,0.6504885333900439,Highest Risk
88,retained,306,246,320.2575311,2252,60,0,3595.562658,2420.119875,28,20,Android,0.0,10.928571428571429,12.3,14.616108365853655,9.837885670731708,60,0.0124333925399644,0.0088809946714031,late_mid_tenure,highest_activity,0.050575363123620064,Lowest Risk
89,retained,35,28,71.61167794,1987,534,0,2422.61532,1156.60925,18,13,Android,0.0,1.9444444444444444,2.1538461538461537,86.52197571428572,41.307473214285714,534,0.0090588827377956,0.0065425264217413,late_mid_tenure,high_mid_activity,0.29065312710426505,Upper-Mid Risk
90,retained,105,105,286.8490491,2826,168,0,2237.801562,1056.262155,4,0,iPhone,0.0,26.25,,21.31239582857143,10.059639571428573,168,0.0014154281670205,0.0,longest_tenure,lowest_activity,0.5138763341499728,Highest Risk
91,retained,117,94,156.839706,3479,286,17,1761.21432,310.7107283,28,26,iPhone,0.0,4.178571428571429,3.615384615384616,18.73632255319149,3.3054332797872346,303,0.0080482897384305,0.0074734118999712,longest_tenure,highest_activity,0.05497413444773139,Lowest Risk
92,retained,106,86,203.3186425,846,318,0,3737.339752,1055.547009,9,3,iPhone,0.0,11.77777777777778,28.666666666666668,43.457438976744186,12.273802430232555,318,0.0106382978723404,0.0035460992907801,newest_users,low_mid_activity,0.48077971214662685,Upper-Mid Risk
93,retained,52,46,58.27949387,613,223,183,4742.485842,3196.94492,20,20,iPhone,0.0,2.6,2.3,103.09751830434784,69.49880260869566,406,0.032626427406199,0.032626427406199,newest_users,high_mid_activity,0.38380546520745623,Upper-Mid Risk
94,retained,17,14,279.9773294,3440,95,56,2674.811414,229.6819476,2,2,iPhone,0.0,8.5,7.0,191.05795814285716,16.4058534,151,0.0005813953488372,0.0005813953488372,longest_tenure,lowest_activity,0.4752135506095661,Upper-Mid Risk
95,churned,116,95,192.6382907,359,142,0,4032.868589,2695.612209,1,0,iPhone,1.0,116.0,,42.45124830526316,28.37486535789473,142,0.0027855153203342,0.0,newest_users,lowest_activity,0.8452441256585581,Highest Risk
96,churned,305,244,638.0401516,400,171,164,1896.894034,960.975077,19,13,Android,1.0,16.05263157894737,18.76923076923077,7.77415587704918,3.938422446721312,335,0.0475,0.0325,newest_users,high_mid_activity,0.5947910284652766,Highest Risk
97,retained,0,0,559.5471117,2879,0,0,6668.84435,3511.370419,28,24,Android,0.0,0.0,0.0,,,0,0.0097255991663772,0.0083362278568947,longest_tenure,highest_activity,0.14341706238391969,Lower-Mid Risk
99,retained,34,34,67.80586996,1403,27,24,6254.94844,3742.935943,1,1,iPhone,0.0,34.0,34.0,183.9690717647059,110.08635126470588,51,0.0007127583749109,0.0007127583749109,early_mid_tenure,lowest_activity,0.6299846914296945,Highest Risk
100,churned,122,99,295.5242311,2482,167,0,3396.139646,1841.313356,2,0,iPhone,1.0,61.0,,34.30444086868687,18.59912480808081,167,0.0008058017727639,0.0,late_mid_tenure,lowest_activity,0.7315099901907377,Highest Risk
101,retained,76,62,136.1968645,70,31,0,5700.894677,1041.768956,6,3,iPhone,0.0,12.666666666666666,20.666666666666668,91.94991414516127,16.802725096774193,31,0.0857142857142857,0.0428571428571428,newest_users,lowest_activity,0.5096094349165342,Highest Risk
102,retained,113,91,236.2949809,1031,34,65,2810.720839,1245.591383,0,0,iPhone,0.0,,,30.887042186813183,13.687817395604394,99,0.0,0.0,early_mid_tenure,lowest_activity,0.7373962319345719,Highest Risk
103,retained,78,63,121.4956353,2231,0,9,2427.257066,831.6080142,21,18,iPhone,0.0,3.7142857142857135,3.5,38.52788993650794,13.200127209523808,9,0.0094128193635141,0.0080681308830121,late_mid_tenure,high_mid_activity,0.08372383467092405,Lowest Risk
104,churned,48,39,132.1688328,2279,194,0,2626.224474,1437.792565,24,24,Android,1.0,2.0,1.625,67.33908907692307,36.86647602564103,194,0.0105309346204475,0.0105309346204475,late_mid_tenure,highest_activity,0.431504894968644,Upper-Mid Risk
105,retained,37,30,53.99957919,710,2,30,5661.684796,2816.030953,26,20,Android,0.0,1.4230769230769231,1.5,188.7228265333333,93.86769843333332,32,0.0366197183098591,0.028169014084507,newest_users,highest_activity,0.25324759371605066,Lower-Mid Risk
106,retained,139,112,321.7948003,2298,237,58,1243.198074,675.2571618,29,23,Android,0.0,4.793103448275862,4.869565217391305,11.099982803571429,6.029081801785714,295,0.0126196692776327,0.0100087032201914,late_mid_tenure,highest_activity,0.034746022107447275,Lowest Risk
107,retained,66,55,120.0854852,2515,0,0,2641.117738,2125.9414,16,14,iPhone,0.0,4.125,3.928571428571429,48.02032250909091,38.65348,0,0.0063618290258449,0.0055666003976143,late_mid_tenure,low_mid_activity,0.06572661497079739,Lowest Risk
108,retained,29,23,56.53640154,677,309,0,5052.460683,868.0307127,7,5,iPhone,0.0,4.142857142857143,4.6,219.67220360869567,37.74046576956522,309,0.0103397341211226,0.0073855243722304,newest_users,lowest_activity,0.5684116936447845,Highest Risk
109,retained,38,38,77.18311377,2324,7,27,1702.406888,364.6328176,3,3,Android,0.0,12.666666666666666,12.666666666666666,44.800181263157896,9.595600463157895,34,0.0012908777969018,0.0012908777969018,late_mid_tenure,lowest_activity,0.45899685807857565,Upper-Mid Risk
110,retained,56,47,90.50690136,1714,0,0,1586.463423,733.9737947,15,13,Android,0.0,3.733333333333333,3.615384615384616,33.75454091489362,15.616463717021276,0,0.0087514585764294,0.0075845974329054,early_mid_tenure,low_mid_activity,0.15184060162202073,Lower-Mid Risk
112,retained,54,45,116.6071611,3240,14,79,1762.324979,1006.688166,10,6,Android,0.0,5.4,7.5,39.16277731111112,22.37084813333333,93,0.0030864197530864,0.0018518518518518,longest_tenure,low_mid_activity,0.12816043386262455,Lowest Risk
