id,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device,churned,sessions_per_activity_day,drives_per_driving_day,km_per_drive,minutes_per_drive,fav_navigation_total,activity_rate,driving_rate,tenure_group,activity_group
19,retained,106,98,170.9254705,87,0,6,8566.541401,2534.595126,22,20,iPhone,0.0,4.818181818181818,4.9,87.41368776530612,25.863215571428572,6,0.25287356321839083,0.22988505747126436,newest_users,high_mid_activity
20,retained,52,42,144.7141026,2937,306,0,1601.896284,951.8891394,7,7,iPhone,0.0,7.428571428571429,6.0,38.140387714285716,22.664027128571426,306,0.002383384405856316,0.002383384405856316,longest_tenure,lowest_activity
21,retained,148,119,168.8281397,501,77,28,2170.296817,551.9648276,21,21,iPhone,0.0,7.0476190476190474,5.666666666666667,18.23778837815126,4.638359895798319,105,0.041916167664670656,0.041916167664670656,newest_users,high_mid_activity
22,churned,73,60,118.8088122,1607,254,92,2653.436921,400.7073101,16,16,iPhone,1.0,4.5625,3.75,44.22394868333333,6.678455168333333,346,0.009956440572495333,0.009956440572495333,early_mid_tenure,low_mid_activity
23,churned,29,23,33.13702884,2188,338,0,4283.503913,654.5190065,2,2,iPhone,1.0,14.5,11.5,186.23930056521738,28.457348108695655,338,0.0009140767824497258,0.0009140767824497258,late_mid_tenure,lowest_activity
24,retained,3,3,50.32821361,1084,63,23,2274.207173,1650.575799,16,10,Android,0.0,0.1875,0.3,758.0690576666666,550.191933,86,0.014760147601476014,0.00922509225092251,early_mid_tenure,low_mid_activity
25,retained,0,0,139.194969,2731,13,4,5702.339466,4582.737478,6,2,Android,0.0,0.0,0.0,,,17,0.0021969974368363236,0.0007323324789454412,longest_tenure,lowest_activity
26,retained,132,106,160.2585518,112,199,28,4828.974928,3178.144689,13,9,Android,0.0,10.153846153846153,11.777777777777779,45.55636724528301,29.982497066037737,227,0.11607142857142858,0.08035714285714286,newest_users,low_mid_activity
27,churned,5,5,215.8764605,2465,412,0,925.0304742,490.5346749,16,8,iPhone,1.0,0.3125,0.625,185.00609484,98.10693498,412,0.006490872210953347,0.0032454361054766734,late_mid_tenure,low_mid_activity
28,retained,64,54,80.76829058,1635,81,0,2723.495224,1546.790177,2,2,iPhone,0.0,32.0,27.0,50.43509674074074,28.64426253703704,81,0.0012232415902140672,0.0012232415902140672,early_mid_tenure,lowest_activity
29,retained,57,46,60.0376594,1732,429,95,1443.441103,589.9503158,27,21,Android,0.0,2.111111111111111,2.1904761904761907,31.37915441304348,12.825006865217391,524,0.01558891454965358,0.01212471131639723,early_mid_tenure,highest_activity
30,retained,78,66,484.5716429,2381,106,21,10573.01978,6978.070441,31,26,iPhone,0.0,2.5161290322580645,2.5384615384615383,160.1972693939394,105.72834001515152,127,0.013019739605207897,0.010919781604367913,late_mid_tenure,highest_activity
31,retained,46,37,98.15654833,2938,372,26,4042.105947,1404.569949,22,17,iPhone,0.0,2.090909090909091,2.176470588235294,109.24610667567568,37.96134997297297,398,0.007488087134104833,0.005786249149081007,longest_tenure,high_mid_activity
32,retained,38,34,62.74575283,1940,313,12,4668.226427,1066.10387,24,20,iPhone,0.0,1.5833333333333333,1.7,137.30077726470586,31.355996176470587,325,0.012371134020618556,0.010309278350515464,late_mid_tenure,highest_activity
33,retained,291,233,568.7227649,275,39,9,2578.7202,1703.292389,15,15,iPhone,0.0,19.4,15.533333333333333,11.067468669527898,7.310267763948498,48,0.05454545454545454,0.05454545454545454,newest_users,low_mid_activity
34,retained,126,101,346.3382111,2225,149,0,3666.356368,1446.018362,11,11,iPhone,0.0,11.454545454545455,9.181818181818182,36.300558099009905,14.317013485148514,149,0.004943820224719101,0.004943820224719101,late_mid_tenure,low_mid_activity
35,retained,156,127,780.9466294,101,113,0,1944.771913,646.9535456,18,18,iPhone,0.0,8.666666666666666,7.055555555555555,15.31316466929134,5.0941224062992125,113,0.1782178217821782,0.1782178217821782,newest_users,high_mid_activity
36,retained,75,60,108.1659311,2329,223,36,2354.623612,809.7421876,4,1,Android,0.0,18.75,60.0,39.24372686666666,13.495703126666665,259,0.0017174753112924003,0.00042936882782310007,late_mid_tenure,lowest_activity
37,retained,16,14,103.8941155,443,0,5,8786.114497,7181.044427,19,19,Android,0.0,0.8421052631578947,0.7368421052631579,627.5796069285715,512.9317447857143,5,0.04288939051918736,0.04288939051918736,newest_users,high_mid_activity
38,retained,95,78,190.9769901,1848,35,28,2314.364451,1317.170917,20,20,iPhone,0.0,4.75,3.9,29.671339115384615,16.88680662820513,63,0.010822510822510822,0.010822510822510822,late_mid_tenure,high_mid_activity
39,retained,91,91,123.8217255,470,0,86,3423.421216,2355.455086,29,26,iPhone,0.0,3.1379310344827585,3.5,37.620013362637366,25.884121824175825,86,0.06170212765957447,0.05531914893617021,newest_users,highest_activity
40,retained,105,91,115.0010192,655,14,11,1822.449032,1197.962657,24,24,Android,0.0,4.375,3.7916666666666665,20.02691243956044,13.164424802197802,25,0.0366412213740458,0.0366412213740458,newest_users,highest_activity
41,retained,20,17,183.5959214,2601,325,15,3182.697466,1768.326087,23,16,iPhone,0.0,0.8695652173913043,1.0625,187.217498,104.01918158823528,340,0.008842752787389465,0.006151480199923107,late_mid_tenure,high_mid_activity
42,retained,165,132,309.913971,2567,293,76,4673.201532,2119.32992,20,17,Android,0.0,8.25,7.764705882352941,35.40304190909091,16.0555296969697,369,0.007791195948578107,0.006622516556291391,late_mid_tenure,high_mid_activity
43,retained,133,106,182.484696,2595,185,52,4422.867487,2012.308708,8,2,Android,0.0,16.625,53.0,41.72516497169812,18.98404441509434,237,0.0030828516377649326,0.0007707129094412332,late_mid_tenure,lowest_activity
44,retained,26,22,132.0307891,921,272,7,632.1399703,420.7125087,30,24,Android,0.0,0.8666666666666667,0.9166666666666666,28.733635013636363,19.12329585,279,0.03257328990228013,0.026058631921824105,early_mid_tenure,highest_activity
45,retained,25,25,63.26935458,1219,7,0,1187.584153,419.5127746,27,25,iPhone,0.0,0.9259259259259259,1.0,47.50336612,16.780510984,7,0.022149302707136997,0.020508613617719443,early_mid_tenure,highest_activity
46,churned,114,105,309.5828548,189,11,7,4285.245618,2322.605058,9,4,iPhone,1.0,12.666666666666666,26.25,40.81186302857143,22.12004817142857,18,0.047619047619047616,0.021164021164021163,newest_users,low_mid_activity
47,churned,23,20,24.75851394,552,65,14,1564.220191,821.8420876,3,3,iPhone,1.0,7.666666666666667,6.666666666666667,78.21100955,41.09210438,79,0.005434782608695652,0.005434782608695652,newest_users,lowest_activity
48,churned,48,42,223.2527291,757,335,28,9947.593149,3369.145354,8,2,iPhone,1.0,6.0,21.0,236.84745592857143,80.21774652380952,363,0.010568031704095112,0.002642007926023778,newest_users,lowest_activity
49,retained,62,51,113.8218829,694,274,42,3826.387247,2916.712292,26,21,Android,0.0,2.3846153846153846,2.4285714285714284,75.02720092156864,57.19043709803922,316,0.037463976945244955,0.03025936599423631,newest_users,highest_activity
50,retained,7,7,36.67792977,2794,274,18,1130.116953,723.0277468,8,8,iPhone,0.0,0.875,0.875,161.445279,103.28967811428572,292,0.002863278453829635,0.002863278453829635,longest_tenure,lowest_activity
51,retained,67,57,76.46614419,1713,0,52,1620.545554,793.9297612,25,19,Android,0.0,2.68,3.0,28.430623754385966,13.928592301754387,52,0.014594279042615295,0.011091652072387624,early_mid_tenure,highest_activity
52,retained,4,4,62.62085256,3291,65,0,4996.233445,1345.047896,28,23,iPhone,0.0,0.14285714285714285,0.17391304347826086,1249.05836125,336.261974,65,0.00850805226374962,0.006988757216651474,longest_tenure,highest_activity
53,retained,84,68,123.517569,3286,74,145,1558.791847,1201.028705,17,15,iPhone,0.0,4.9411764705882355,4.533333333333333,22.92340951470588,17.662186838235293,219,0.005173463177115033,0.004564820450395618,longest_tenure,high_mid_activity
54,retained,12,10,21.82921966,3365,26,0,2900.68855,1698.26517,14,7,Android,0.0,0.8571428571428571,1.4285714285714286,290.068855,169.826517,26,0.004160475482912333,0.0020802377414561664,longest_tenure,low_mid_activity
55,retained,20,18,110.2701495,724,70,0,4418.959399,1660.205994,7,3,iPhone,0.0,2.857142857142857,6.0,245.49774438888892,92.23366633333333,70,0.009668508287292817,0.004143646408839779,newest_users,lowest_activity
56,churned,150,127,187.7083464,2028,208,132,1396.461977,496.6208911,0,0,iPhone,1.0,,,10.995763598425196,3.9104007173228346,340,0.0,0.0,late_mid_tenure,lowest_activity
57,retained,41,33,176.6673157,2257,86,9,2493.388001,1103.630334,5,4,Android,0.0,8.2,8.25,75.55721215151515,33.443343454545456,95,0.002215330084182543,0.0017722640673460345,late_mid_tenure,lowest_activity
58,retained,44,35,125.7867257,2193,304,0,351.6341884,243.7716509,11,9,iPhone,0.0,4.0,3.888888888888889,10.046691097142858,6.964904311428572,304,0.005015959872321021,0.004103967168262654,late_mid_tenure,low_mid_activity
59,retained,23,20,24.46477623,1924,169,0,11556.27748,4966.840886,27,26,Android,0.0,0.8518518518518519,0.7692307692307693,577.813874,248.3420443,169,0.014033264033264034,0.013513513513513514,late_mid_tenure,highest_activity
60,retained,49,42,68.3160358,1195,132,9,2702.164267,244.0548921,31,20,iPhone,0.0,1.5806451612903225,2.1,64.33724445238096,5.810830764285714,141,0.02594142259414226,0.016736401673640166,early_mid_tenure,highest_activity
61,retained,43,35,236.7279571,1756,29,53,1461.93937,954.0503968,8,8,iPhone,0.0,5.375,4.375,41.76969628571429,27.258582765714287,82,0.004555808656036446,0.004555808656036446,late_mid_tenure,lowest_activity
62,retained,69,56,81.66585433,1356,373,0,11014.87014,9143.800241,24,23,iPhone,0.0,2.875,2.4347826086956523,196.69410964285717,163.2821471607143,373,0.017699115044247787,0.01696165191740413,early_mid_tenure,highest_activity
63,retained,253,203,298.6736471,1546,0,88,4695.169432,2146.467081,6,1,iPhone,0.0,42.166666666666664,203.0,23.12891345812808,10.573729463054185,88,0.0038809831824062097,0.000646830530401035,early_mid_tenure,lowest_activity
64,retained,4,3,113.8187866,1830,233,0,9624.439528,3213.049582,6,0,Android,0.0,0.6666666666666666,,3208.1465093333336,1071.0165273333334,233,0.003278688524590164,0.0,late_mid_tenure,lowest_activity
65,retained,12,12,478.4156826,1796,69,35,6931.284783,4643.478348,23,22,Android,0.0,0.5217391304347826,0.5454545454545454,577.60706525,386.956529,104,0.012806236080178173,0.012249443207126948,late_mid_tenure,high_mid_activity
66,retained,150,121,270.5629064,1347,0,0,1791.379149,253.7758791,30,26,iPhone,0.0,5.0,4.653846153846154,14.8047863553719,2.0973213148760332,0,0.022271714922048998,0.019302152932442463,early_mid_tenure,highest_activity
67,churned,36,29,50.08943164,1167,139,0,3215.221847,1594.991577,1,1,iPhone,1.0,36.0,29.0,110.86971886206896,54.99970955172414,139,0.000856898029134533,0.000856898029134533,early_mid_tenure,lowest_activity
68,retained,25,21,66.56667195,1619,147,11,3554.923388,2616.219443,19,18,iPhone,0.0,1.3157894736842106,1.1666666666666667,169.2820660952381,124.58187823809524,158,0.01173563928350834,0.011117974058060531,early_mid_tenure,high_mid_activity
69,retained,36,30,132.3810261,2384,7,0,2485.994087,1197.510681,10,4,iPhone,0.0,3.6,7.5,82.86646956666667,39.9170227,7,0.0041946308724832215,0.0016778523489932886,late_mid_tenure,low_mid_activity
70,churned,62,51,327.5779296,2285,381,0,5270.991501,2571.449828,16,16,Android,1.0,3.875,3.1875,103.35277452941178,50.420584862745095,381,0.00700218818380744,0.00700218818380744,late_mid_tenure,low_mid_activity
71,retained,248,200,248.3113428,2849,87,0,3377.481893,2032.029458,8,5,iPhone,0.0,31.0,40.0,16.887409465,10.16014729,87,0.002808002808002808,0.001755001755001755,longest_tenure,lowest_activity
72,retained,23,20,126.0890646,997,36,71,8054.086196,1506.312415,28,21,iPhone,0.0,0.8214285714285714,0.9523809523809523,402.70430980000003,75.31562075000001,107,0.028084252758274825,0.02106318956870612,early_mid_tenure,highest_activity
73,retained,89,81,210.6642815,1189,0,68,5678.087584,1924.068701,29,22,iPhone,0.0,3.0689655172413794,3.6818181818181817,70.09984671604938,23.753934580246913,68,0.024390243902439025,0.018502943650126155,early_mid_tenure,highest_activity
74,retained,142,113,324.7514369,3001,806,18,1966.355964,872.2037088,29,20,iPhone,0.0,4.896551724137931,5.65,17.40138021238938,7.7186168920353975,824,0.009663445518160613,0.006664445184938354,longest_tenure,highest_activity
75,retained,84,67,134.0383111,2868,177,55,2541.396988,1453.3281,22,21,iPhone,0.0,3.8181818181818183,3.1904761904761907,37.93129832835821,21.691464179104475,232,0.007670850767085077,0.007322175732217573,longest_tenure,high_mid_activity
76,retained,30,28,73.91682979,1722,293,17,5574.224608,3842.845897,8,6,iPhone,0.0,3.75,4.666666666666667,199.0794502857143,137.24449632142858,310,0.004645760743321719,0.003484320557491289,early_mid_tenure,lowest_activity
78,retained,54,54,320.3440758,1285,0,77,2575.812329,987.0413442,29,20,Android,0.0,1.8620689655172413,2.7,47.700228314814815,18.278543411111112,77,0.022568093385214007,0.01556420233463035,early_mid_tenure,highest_activity
79,retained,97,84,209.2083212,1980,0,0,4471.194505,2104.72818,22,15,Android,0.0,4.409090909090909,5.6,53.22850601190477,25.05628785714286,0,0.011111111111111112,0.007575757575757576,late_mid_tenure,high_mid_activity
81,churned,26,23,83.16688568,2118,335,0,944.2046415,455.0263064,2,0,Android,1.0,13.0,,41.05237571739131,19.783752452173914,335,0.0009442870632672333,0.0,late_mid_tenure,lowest_activity
82,retained,16,16,40.74102349,484,373,61,3628.581195,2134.416647,9,9,iPhone,0.0,1.7777777777777777,1.7777777777777777,226.7863246875,133.4010404375,434,0.01859504132231405,0.01859504132231405,newest_users,low_mid_activity
83,retained,22,17,130.7650795,199,75,28,4626.208693,1499.578879,29,24,Android,0.0,0.7586206896551724,0.7083333333333334,272.129923117647,88.21052229411764,103,0.1457286432160804,0.12060301507537688,newest_users,highest_activity
84,retained,18,18,446.7149825,1115,228,0,4798.273478,3831.848313,31,25,iPhone,0.0,0.5806451612903226,0.72,266.5707487777778,212.88046183333333,228,0.02780269058295964,0.02242152466367713,early_mid_tenure,highest_activity
85,retained,16,16,20.26166523,960,279,58,5044.128761,3437.228784,24,23,Android,0.0,0.6666666666666666,0.6956521739130435,315.2580475625,214.826799,337,0.025,0.023958333333333335,early_mid_tenure,highest_activity
86,retained,57,47,72.55234081,1260,230,65,3644.416203,1020.232449,5,4,Android,0.0,11.4,11.75,77.54077027659575,21.707073382978724,295,0.003968253968253968,0.0031746031746031746,early_mid_tenure,lowest_activity
87,retained,18,18,197.7664549,1517,200,9,3771.957224,1639.140405,2,2,iPhone,0.0,9.0,9.0,209.55317911111112,91.06335583333333,209,0.0013183915622940012,0.0013183915622940012,early_mid_tenure,lowest_activity
88,retained,306,246,320.2575311,2252,60,0,3595.562658,2420.119875,28,20,Android,0.0,10.928571428571429,12.3,14.616108365853657,9.837885670731707,60,0.012433392539964476,0.008880994671403197,late_mid_tenure,highest_activity
89,retained,35,28,71.61167794,1987,534,0,2422.61532,1156.60925,18,13,Android,0.0,1.9444444444444444,2.1538461538461537,86.52197571428572,41.307473214285714,534,0.009058882737795673,0.006542526421741319,late_mid_tenure,high_mid_activity
90,retained,105,105,286.8490491,2826,168,0,2237.801562,1056.262155,4,0,iPhone,0.0,26.25,,21.31239582857143,10.059639571428571,168,0.0014154281670205238,0.0,longest_tenure,lowest_activity
91,retained,117,94,156.839706,3479,286,17,1761.21432,310.7107283,28,26,iPhone,0.0,4.178571428571429,3.6153846153846154,18.73632255319149,3.3054332797872346,303,0.008048289738430584,0.0074734118999712565,longest_tenure,highest_activity
92,retained,106,86,203.3186425,846,318,0,3737.339752,1055.547009,9,3,iPhone,0.0,11.777777777777779,28.666666666666668,43.457438976744186,12.273802430232557,318,0.010638297872340425,0.0035460992907801418,newest_users,low_mid_activity
93,retained,52,46,58.27949387,613,223,183,4742.485842,3196.94492,20,20,iPhone,0.0,2.6,2.3,103.09751830434783,69.49880260869566,406,0.03262642740619902,0.03262642740619902,newest_users,high_mid_activity
94,retained,17,14,279.9773294,3440,95,56,2674.811414,229.6819476,2,2,iPhone,0.0,8.5,7.0,191.05795814285713,16.4058534,151,0.0005813953488372093,0.0005813953488372093,longest_tenure,lowest_activity
95,churned,116,95,192.6382907,359,142,0,4032.868589,2695.612209,1,0,iPhone,1.0,116.0,,42.45124830526316,28.374865357894734,142,0.002785515320334262,0.0,newest_users,lowest_activity
96,churned,305,244,638.0401516,400,171,164,1896.894034,960.975077,19,13,Android,1.0,16.05263157894737,18.76923076923077,7.77415587704918,3.9384224467213116,335,0.0475,0.0325,newest_users,high_mid_activity
97,retained,0,0,559.5471117,2879,0,0,6668.84435,3511.370419,28,24,Android,0.0,0.0,0.0,,,0,0.009725599166377214,0.008336227856894755,longest_tenure,highest_activity
99,retained,34,34,67.80586996,1403,27,24,6254.94844,3742.935943,1,1,iPhone,0.0,34.0,34.0,183.9690717647059,110.08635126470588,51,0.0007127583749109052,0.0007127583749109052,early_mid_tenure,lowest_activity
100,churned,122,99,295.5242311,2482,167,0,3396.139646,1841.313356,2,0,iPhone,1.0,61.0,,34.30444086868687,18.59912480808081,167,0.0008058017727639,0.0,late_mid_tenure,lowest_activity
101,retained,76,62,136.1968645,70,31,0,5700.894677,1041.768956,6,3,iPhone,0.0,12.666666666666666,20.666666666666668,91.94991414516129,16.802725096774193,31,0.08571428571428572,0.04285714285714286,newest_users,lowest_activity
102,retained,113,91,236.2949809,1031,34,65,2810.720839,1245.591383,0,0,iPhone,0.0,,,30.887042186813186,13.687817395604394,99,0.0,0.0,early_mid_tenure,lowest_activity
103,retained,78,63,121.4956353,2231,0,9,2427.257066,831.6080142,21,18,iPhone,0.0,3.7142857142857144,3.5,38.52788993650794,13.200127209523808,9,0.00941281936351412,0.008068130883012102,late_mid_tenure,high_mid_activity
104,churned,48,39,132.1688328,2279,194,0,2626.224474,1437.792565,24,24,Android,1.0,2.0,1.625,67.33908907692307,36.86647602564103,194,0.010530934620447565,0.010530934620447565,late_mid_tenure,highest_activity
105,retained,37,30,53.99957919,710,2,30,5661.684796,2816.030953,26,20,Android,0.0,1.4230769230769231,1.5,188.72282653333332,93.86769843333333,32,0.036619718309859155,0.028169014084507043,newest_users,highest_activity
106,retained,139,112,321.7948003,2298,237,58,1243.198074,675.2571618,29,23,Android,0.0,4.793103448275862,4.869565217391305,11.099982803571427,6.029081801785714,295,0.012619669277632724,0.010008703220191472,late_mid_tenure,highest_activity
107,retained,66,55,120.0854852,2515,0,0,2641.117738,2125.9414,16,14,iPhone,0.0,4.125,3.9285714285714284,48.02032250909091,38.65348,0,0.006361829025844931,0.005566600397614314,late_mid_tenure,low_mid_activity
108,retained,29,23,56.53640154,677,309,0,5052.460683,868.0307127,7,5,iPhone,0.0,4.142857142857143,4.6,219.67220360869567,37.74046576956522,309,0.0103397341211226,0.007385524372230428,newest_users,lowest_activity
109,retained,38,38,77.18311377,2324,7,27,1702.406888,364.6328176,3,3,Android,0.0,12.666666666666666,12.666666666666666,44.800181263157896,9.595600463157895,34,0.0012908777969018934,0.0012908777969018934,late_mid_tenure,lowest_activity
110,retained,56,47,90.50690136,1714,0,0,1586.463423,733.9737947,15,13,Android,0.0,3.7333333333333334,3.6153846153846154,33.75454091489362,15.616463717021276,0,0.008751458576429404,0.007584597432905484,early_mid_tenure,low_mid_activity
112,retained,54,45,116.6071611,3240,14,79,1762.324979,1006.688166,10,6,Android,0.0,5.4,7.5,39.162777311111114,22.370848133333332,93,0.0030864197530864196,0.001851851851851852,longest_tenure,low_mid_activity
113,retained,91,73,168.251515,3045,198,187,792.4761859,490.3170508,21,13,Android,0.0,4.333333333333333,5.615384615384615,10.855838163013699,6.7166719287671235,385,0.006896551724137931,0.004269293924466338,longest_tenure,high_mid_activity
114,retained,18,15,85.47546123,1305,25,10,2727.785623,513.498205,7,7,iPhone,0.0,2.5714285714285716,2.142857142857143,181.85237486666668,34.233213666666664,35,0.0053639846743295016,0.0053639846743295016,early_mid_tenure,lowest_activity
115,retained,40,32,52.76008722,314,0,0,1724.225763,904.4785419,0,0,iPhone,0.0,,,53.88205509375,28.264954434375,0,0.0,0.0,newest_users,lowest_activity
116,retained,23,19,55.70118982,943,13,0,1234.079017,865.2079368,4,4,Android,0.0,5.75,4.75,64.95152721052632,45.53725983157894,13,0.0042417815482502655,0.0042417815482502655,early_mid_tenure,lowest_activity
117,retained,79,64,245.6239413,3016,0,92,4457.568347,1293.012432,25,20,Android,0.0,3.16,3.2,69.649505421875,20.20331925,92,0.008289124668435014,0.006631299734748011,longest_tenure,highest_activity
118,retained,42,34,174.1668226,1461,0,82,3478.887784,2343.429301,6,3,Android,0.0,7.0,11.333333333333334,102.32022894117647,68.92439120588236,82,0.004106776180698152,0.002053388090349076,early_mid_tenure,lowest_activity
119,retained,192,155,234.4007225,2503,205,40,9041.333182,4364.070565,28,26,Android,0.0,6.857142857142857,5.961538461538462,58.33118181935484,28.155293967741937,245,0.011186576108669596,0.010387534958050339,late_mid_tenure,highest_activity
120,retained,16,14,403.4809775,1267,14,3,2585.059579,1690.346282,24,23,iPhone,0.0,0.6666666666666666,0.6086956521739131,184.6471127857143,120.73902014285714,17,0.018942383583267563,0.018153117600631413,early_mid_tenure,highest_activity
121,churned,67,55,129.2595571,2922,310,15,2569.150563,1948.197506,11,7,iPhone,1.0,6.090909090909091,7.857142857142857,46.711828418181824,35.42177283636364,325,0.0037645448323066393,0.0023956194387405884,longest_tenure,low_mid_activity
122,retained,150,122,269.0140577,546,0,38,6446.129773,2611.811183,16,10,iPhone,0.0,9.375,12.2,52.837129286885244,21.4082883852459,38,0.029304029304029304,0.018315018315018316,newest_users,low_mid_activity
123,retained,31,25,130.3460437,3251,67,29,7712.174513,972.9860613,19,12,Android,0.0,1.631578947368421,2.0833333333333335,308.48698052,38.919442452,96,0.00584435558289757,0.003691171947093202,longest_tenure,high_mid_activity
124,churned,97,80,131.9129271,2929,37,0,4255.626774,866.8800721,12,9,Android,1.0,8.083333333333334,8.88888888888889,53.195334675000005,10.83600090125,37,0.004096961420279959,0.0030727210652099694,longest_tenure,low_mid_activity
125,retained,16,15,157.9590826,343,53,44,1730.393075,455.4794569,25,16,Android,0.0,0.64,0.9375,115.35953833333333,30.36529712666667,97,0.0728862973760933,0.04664723032069971,newest_users,highest_activity
126,retained,148,118,167.2459681,2680,12,0,6206.237566,1879.524603,10,7,iPhone,0.0,14.8,16.857142857142858,52.59523361016949,15.928174601694916,12,0.0037313432835820895,0.0026119402985074628,longest_tenure,low_mid_activity
127,retained,402,322,510.9532675,496,0,132,5781.057241,515.2152664,24,21,iPhone,0.0,16.75,15.333333333333334,17.95359391614907,1.6000474111801244,132,0.04838709677419355,0.04233870967741935,newest_users,highest_activity
128,retained,15,15,115.6572458,811,6,0,3090.907194,1572.509162,6,1,iPhone,0.0,2.5,15.0,206.06047959999998,104.83394413333333,6,0.007398273736128237,0.0012330456226880395,newest_users,lowest_activity
129,retained,138,129,198.6097411,2053,62,39,2600.810383,1077.126474,26,23,iPhone,0.0,5.3076923076923075,5.608695652173913,20.161320798449612,8.349817627906976,101,0.012664393570384803,0.011203117389186557,late_mid_tenure,highest_activity
130,churned,39,32,176.5371809,190,610,33,4846.91837,2681.366806,4,4,Android,1.0,9.75,8.0,151.4661990625,83.7927126875,643,0.021052631578947368,0.021052631578947368,newest_users,lowest_activity
